"x","y","Food","rel_risk"
-0.999108026940445,13,"Onion",0.100205595445229
-0.923217260689899,10,"Lemon",0.119339094789107
-0.8900838957557,13,"Onion",0.1288000715395
-0.829386907637202,13,"Onion",0.148119791608174
-0.801862444558014,10,"Lemon",0.157811103056468
-0.800897931169137,5,"Carrot",0.158161971128723
-0.608742819800183,11,"Milk",0.246182501438069
-0.591128996122422,13,"Onion",0.256372243491731
-0.590964915282008,12,"Olive",0.256469121813612
-0.544861185083685,12,"Olive",0.285192969312656
-0.544664846106686,11,"Milk",0.285321930552738
-0.529854004852489,10,"Lemon",0.295220149037943
-0.514970367564437,19,"Tomatoes",0.305512956127365
-0.50214593485099,19,"Tomatoes",0.314669076207351
-0.427253795210373,20,"Wine",0.373892027498504
-0.413566114720883,13,"Onion",0.38586366525661
-0.390680949294166,5,"Carrot",0.406742028966417
-0.390902203888041,12,"Olive",0.406534863952519
-0.38126759530444,18,"Tea",0.415654421548338
-0.369692307757961,7,"Coffee",0.426881852175245
-0.358650626620673,2,"Beef",0.437874216648785
-0.36123668339916,18,"Tea",0.435274591491104
-0.350202287045529,13,"Onion",0.446475582914175
-0.342020994284608,15,"Potato",0.454966066046165
-0.341437900319509,12,"Olive",0.455577324418431
-0.327758884003275,11,"Milk",0.470155061594795
-0.330839074786287,13,"Onion",0.46683233018765
-0.323881106808158,20,"Wine",0.47437183232093
-0.314661101547148,19,"Tomatoes",0.484550335325205
-0.31163480862419,3,"Bread",0.487938617527227
-0.303021935106133,5,"Carrot",0.497711946183655
-0.294400152664164,7,"Coffee",0.507691447423389
-0.293484393606149,8,"Corn",0.508763101743621
-0.27963738043899,18,"Tea",0.525245837732905
-0.269143647072465,10,"Lemon",0.538091774054809
-0.261086944947243,9,"Egg",0.548167211879126
-0.260555823242157,5,"Carrot",0.548838004662317
-0.237405311932704,19,"Tomatoes",0.578888188038433
-0.237715124594025,9,"Egg",0.578475373824862
-0.242796976870009,5,"Carrot",0.571745852834617
-0.236529153530983,4,"Butter",0.580057232851991
-0.223817000209934,20,"Wine",0.59728691389875
-0.221351479992161,7,"Coffee",0.600687396835844
-0.215779127568586,19,"Tomatoes",0.608444363759441
-0.193180728328252,11,"Milk",0.640942797635084
-0.186348220038924,12,"Olive",0.651106123736105
-0.185388405862659,7,"Coffee",0.652546694591593
-0.18480531189756,4,"Butter",0.653423407516206
-0.17155477239808,11,"Milk",0.673666928514766
-0.168742179432054,20,"Wine",0.67804391149676
-0.161063372321151,15,"Potato",0.690139091284429
-0.160490459983381,12,"Olive",0.691050109328688
-0.160116627829967,10,"Lemon",0.691645207767106
-0.15997569207219,8,"Corn",0.691869694523862
-0.140070374223253,5,"Carrot",0.724318580071937
-0.14446301592905,8,"Corn",0.717029434468947
-0.12493499359795,20,"Wine",0.75000646397773
-0.117785533207882,12,"Olive",0.762455438946022
-0.111977698018908,11,"Milk",0.772720264969574
-0.11194960817428,6,"Cheese",0.772770245558908
-0.105612614534208,13,"Onion",0.784128764363127
-0.0977577738508084,19,"Tomatoes",0.798439890011944
-0.0939826017677625,5,"Carrot",0.805410706038747
-0.0953291709321267,18,"Tea",0.80291732506332
-0.0973461246971705,6,"Cheese",0.799197055800055
-0.0809046441148475,19,"Tomatoes",0.830032993735643
-0.0737740784754952,17,"Sugar",0.843773577613963
-0.0719409768854715,12,"Olive",0.847342565037017
-0.0559552026973482,6,"Cheese",0.879113192329513
-0.0530061041315895,20,"Wine",0.885103169368407
-0.051256746928398,12,"Olive",0.888675593829297
-0.0420689807259735,18,"Tea",0.907676348870715
-0.0419226195820961,9,"Egg",0.907982295509045
-0.0417385670880754,8,"Corn",0.908367176804248
-0.0349685191663989,2,"Beef",0.922638304288724
-0.0242099040876145,10,"Lemon",0.945779934609411
-0.0160584144259199,7,"Coffee",0.963699393303484
-0.00137304265055205,16,"Salt",0.996843444889562
-0.0097048668555173,11,"Milk",0.97790154695385
0.00389186805524666,3,"Bread",1.00900163054172
-0.00277041175921733,10,"Lemon",0.993641194501127
0.00901632301122324,19,"Tomatoes",1.02097785656417
0.0157810604712101,7,"Coffee",1.03700550165762
0.0295975960314339,3,"Bread",1.0705269280841
0.0178415748326639,14,"Pork",1.04193727444047
0.0195321655204261,11,"Milk",1.04600115846499
0.0242026940413396,4,"Butter",1.05731086249542
0.0283458814275694,6,"Cheese",1.06744591958058
0.0322748147733303,9,"Egg",1.07714659958706
0.0391669932728209,20,"Wine",1.09437709112217
0.0342986278324278,3,"Bread",1.08217781829883
0.0462894331903629,18,"Tea",1.11247288177355
0.0483837156116853,7,"Coffee",1.11785047479235
0.0419399629901878,4,"Butter",1.1013870429155
0.0605268726054755,14,"Pork",1.14954737114207
0.0622479592250926,5,"Carrot",1.15411200678425
0.0661490888962248,20,"Wine",1.16452573068654
0.0738379579785797,15,"Potato",1.18532640194512
0.0798558599369557,4,"Butter",1.20186547556074
0.0826370595520518,16,"Salt",1.20958685777983
0.0963399635324032,3,"Bread",1.24836034205148
0.0916591561685161,4,"Butter",1.23497781533863
0.11899134313161,14,"Pork",1.31519861584533
0.120120328961953,8,"Corn",1.31862203548841
0.121417158517169,1,"Bacon",1.3225654051737
0.135814915888236,20,"Wine",1.36714606216825
0.136387828226006,17,"Sugar",1.36895076320243
0.133095580453295,1,"Bacon",1.35861241999767
0.152683522765739,14,"Pork",1.42129269127261
0.153464766862699,10,"Lemon",1.42385172871878
0.153648819356719,9,"Egg",1.42445528002175
0.161343388409929,4,"Butter",1.44991782296012
0.180932179191319,3,"Bread",1.51681347854223
0.184175687694748,14,"Pork",1.52818413850715
0.185124928642632,9,"Egg",1.53152795586319
0.185303890322988,8,"Corn",1.53215918952458
0.186631809487294,1,"Bacon",1.53685116081866
0.194669421061274,6,"Cheese",1.56555893469048
0.195016379592555,16,"Salt",1.56681016187463
0.202400990138156,3,"Bread",1.59367951441847
0.204228011117755,15,"Potato",1.60039804106458
0.210041622422233,2,"Beef",1.6219655377394
0.214718807476397,1,"Bacon",1.63952788481714
0.212437535553171,19,"Tomatoes",1.63093831498216
0.21951967721229,9,"Egg",1.65775244535056
0.222185037471075,3,"Bread",1.66795771878864
0.23176260687414,6,"Cheese",1.70515006871153
0.264901503173186,15,"Potato",1.84035456664119
0.277825904263935,6,"Cheese",1.89594574061782
0.28084397356482,2,"Beef",1.90916724000891
0.286995634476667,17,"Sugar",1.93640249915225
0.2920729379048,8,"Corn",1.95917368073607
0.292271675438237,7,"Coffee",1.96007042352821
0.310026391628788,14,"Pork",2.04186202275354
0.313974597291662,17,"Sugar",2.06050938664119
0.324363824637936,16,"Salt",2.11039536627775
0.320562110173391,6,"Cheese",2.09200207120924
0.323343260838356,15,"Potato",2.10544189680605
0.332547451943585,2,"Beef",2.15053963906259
0.328677597641016,14,"Pork",2.13146201595585
0.339093948380606,1,"Bacon",2.18320214009089
0.357046013700866,15,"Potato",2.27533849116525
0.360166777867141,1,"Bacon",2.29174756123285
0.365398521470067,17,"Sugar",2.31952213585812
0.371847554430098,14,"Pork",2.35422276216545
0.378037004843377,11,"Milk",2.38801474934158
0.387409731250976,15,"Potato",2.44011183448311
0.388145794376664,17,"Sugar",2.4442509597017
0.415695711524174,14,"Pork",2.60432818777636
0.417585969797869,4,"Butter",2.61568817962686
0.450093393541706,8,"Corn",2.81898908003903
0.452995173190711,1,"Bacon",2.83788748758995
0.458600697486657,13,"Onion",2.87475406985203
0.466809830321022,17,"Sugar",2.92961014118582
0.495750111824807,16,"Salt",3.13148338541551
0.501132096046383,2,"Beef",3.17053167288033
0.513660196873412,7,"Coffee",3.26332401428087
0.512615352553532,16,"Salt",3.25548240581131
0.529004692460005,9,"Egg",3.38068488944755
0.536490146551924,17,"Sugar",3.43945907708868
0.551497581803035,16,"Salt",3.56039007568115
0.568135274365863,16,"Salt",3.69943392077023
0.588799823357803,2,"Beef",3.87971499492579
0.590857295280321,3,"Bread",3.89813876781589
0.638597868922141,18,"Tea",4.35108802013812
0.648719483389852,6,"Cheese",4.45368486015317
0.658474657173989,2,"Beef",4.55485605977068
0.698533486697023,16,"Salt",4.99497692977267
0.711315932406746,2,"Beef",5.14417734468752
0.709958055762032,15,"Potato",5.12811854139919
0.737684584983591,11,"Milk",5.46618825888943
0.738615420682073,18,"Tea",5.47791665986036
0.74127713302645,4,"Butter",5.51159291289417
0.858733952295611,1,"Bacon",7.22327172234473
0.989087760581945,1,"Bacon",9.75186679834054
-0.372204825122392,18,"Tea",0.424419348996225
-0.0376791778767698,18,"Tea",0.916897570796746
0.316208706390861,16,"Salt",2.0711364237423
-0.229479998235787,9,"Egg",0.589549128575842
0.213584439641864,9,"Egg",1.63525106120509
0.445221188197415,8,"Corn",2.78754051449463
0.0626053014598864,4,"Butter",1.15506201351099
-0.0528073038415737,12,"Olive",0.885508422147822
0.0150465311163055,7,"Coffee",1.03525307967263
