Date,Hour,From City,To City
2020-03-07,21,4,6
2020-03-07,22,0,0
2020-03-07,23,0,0
2020-03-08,0,0,0
2020-03-08,1,0,0
2020-03-08,2,0,0
2020-03-08,3,0,0
2020-03-08,4,0,0
2020-03-08,5,0,0
2020-03-08,6,3,1
2020-03-08,7,17,8
2020-03-08,8,23,9
2020-03-08,9,26,28
2020-03-08,10,48,30
2020-03-08,11,29,44
2020-03-08,12,11,15
2020-03-08,13,25,22
2020-03-08,14,29,22
2020-03-08,15,30,19
2020-03-08,16,24,26
2020-03-08,17,20,27
2020-03-08,18,15,18
2020-03-08,19,14,13
2020-03-08,20,6,4
2020-03-08,21,2,1
2020-03-08,22,0,0
2020-03-08,23,0,0
2020-03-09,0,0,0
2020-03-09,1,0,0
2020-03-09,2,0,0
2020-03-09,3,0,0
2020-03-09,4,0,0
2020-03-09,5,5,0
2020-03-09,6,14,6
2020-03-09,7,73,5
2020-03-09,8,91,13
2020-03-09,9,25,5
2020-03-09,10,9,2
2020-03-09,11,6,6
2020-03-09,12,8,22
2020-03-09,13,11,9
2020-03-09,14,7,24
2020-03-09,15,16,34
2020-03-09,16,15,59
2020-03-09,17,10,68
2020-03-09,18,7,25
2020-03-09,19,4,15
2020-03-09,20,1,1
2020-03-09,21,0,2
2020-03-09,22,0,1
2020-03-09,23,0,0
2020-03-10,0,0,0
2020-03-10,1,0,0
2020-03-10,2,0,0
2020-03-10,3,0,0
2020-03-10,4,0,0
2020-03-10,5,4,0
2020-03-10,6,10,4
2020-03-10,7,74,2
2020-03-10,8,77,10
2020-03-10,9,28,5
2020-03-10,10,5,6
2020-03-10,11,10,2
2020-03-10,12,10,14
2020-03-10,13,14,8
2020-03-10,14,11,14
2020-03-10,15,10,22
2020-03-10,16,7,55
2020-03-10,17,11,73
2020-03-10,18,19,34
2020-03-10,19,4,23
2020-03-10,20,4,6
2020-03-10,21,0,2
2020-03-10,22,0,2
2020-03-10,23,0,0
2020-03-11,0,0,0
2020-03-11,1,0,0
2020-03-11,2,0,0
2020-03-11,3,0,0
2020-03-11,4,0,0
2020-03-11,5,5,0
2020-03-11,6,8,3
2020-03-11,7,79,2
2020-03-11,8,95,16
2020-03-11,9,34,5
2020-03-11,10,14,8
2020-03-11,11,12,14
2020-03-11,12,12,17
2020-03-11,13,18,18
2020-03-11,14,9,15
2020-03-11,15,7,22
2020-03-11,16,11,59
2020-03-11,17,12,69
2020-03-11,18,8,32
2020-03-11,19,5,23
2020-03-11,20,8,3
2020-03-11,21,0,2
2020-03-11,22,0,3
2020-03-11,23,0,0
2020-03-12,0,0,0
2020-03-12,1,0,0
2020-03-12,2,0,0
2020-03-12,3,0,0
2020-03-12,4,0,0
2020-03-12,5,5,0
2020-03-12,6,9,4
2020-03-12,7,91,7
2020-03-12,8,77,7
2020-03-12,9,33,6
2020-03-12,10,21,9
2020-03-12,11,9,14
2020-03-12,12,13,11
2020-03-12,13,15,9
2020-03-12,14,4,15
2020-03-12,15,10,42
2020-03-12,16,19,60
2020-03-12,17,12,64
2020-03-12,18,10,27
2020-03-12,19,7,21
2020-03-12,20,2,4
2020-03-12,21,1,2
2020-03-12,22,0,0
2020-03-12,23,0,0
2020-03-13,0,0,0
2020-03-13,1,0,0
2020-03-13,2,0,0
2020-03-13,3,0,0
2020-03-13,4,0,0
2020-03-13,5,3,0
2020-03-13,6,8,2
2020-03-13,7,55,7
2020-03-13,8,72,9
2020-03-13,9,40,7
2020-03-13,10,9,13
2020-03-13,11,14,13
2020-03-13,12,9,23
2020-03-13,13,15,12
2020-03-13,14,5,16
2020-03-13,15,12,23
2020-03-13,16,9,61
2020-03-13,17,7,63
2020-03-13,18,7,25
2020-03-13,19,3,9
2020-03-13,20,3,10
2020-03-13,21,1,2
2020-03-13,22,0,0
2020-03-13,23,1,0
2020-03-14,0,0,0
2020-03-14,1,0,0
2020-03-14,2,0,0
2020-03-14,3,0,0
2020-03-14,4,0,0
2020-03-14,5,0,0
2020-03-14,6,1,2
2020-03-14,7,15,5
2020-03-14,8,10,13
2020-03-14,9,16,13
2020-03-14,10,26,9
2020-03-14,11,31,37
2020-03-14,12,23,23
2020-03-14,13,13,11
2020-03-14,14,30,24
2020-03-14,15,20,28
2020-03-14,16,22,19
2020-03-14,17,5,9
2020-03-14,18,12,8
2020-03-14,19,6,7
2020-03-14,20,1,7
2020-03-14,21,1,1
2020-03-14,22,0,0
2020-03-14,23,0,0
2020-03-15,0,1,2
2020-03-15,1,0,0
2020-03-15,2,0,0
2020-03-15,3,0,0
2020-03-15,4,0,0
2020-03-15,5,0,0
2020-03-15,6,4,0
2020-03-15,7,11,7
2020-03-15,8,17,9
2020-03-15,9,33,24
2020-03-15,10,36,19
2020-03-15,11,32,37
2020-03-15,12,24,27
2020-03-15,13,23,21
2020-03-15,14,19,30
2020-03-15,15,21,23
2020-03-15,16,28,24
2020-03-15,17,14,16
2020-03-15,18,7,2
2020-03-15,19,9,7
2020-03-15,20,0,3
2020-03-15,21,0,2
2020-03-15,22,0,0
2020-03-15,23,0,0
2020-03-16,0,0,0
2020-03-16,1,0,0
2020-03-16,2,0,0
2020-03-16,3,1,0
2020-03-16,4,0,0
2020-03-16,5,2,0
2020-03-16,6,15,2
2020-03-16,7,69,7
2020-03-16,8,85,13
2020-03-16,9,44,8
2020-03-16,10,24,9
2020-03-16,11,11,13
2020-03-16,12,20,18
2020-03-16,13,15,17
2020-03-16,14,5,17
2020-03-16,15,8,20
2020-03-16,16,19,68
2020-03-16,17,22,92
2020-03-16,18,10,35
2020-03-16,19,5,27
2020-03-16,20,2,4
2020-03-16,21,0,1
2020-03-16,22,0,0
2020-03-16,23,0,0
2020-03-17,0,0,4
2020-03-17,1,0,0
2020-03-17,2,0,0
2020-03-17,3,1,0
2020-03-17,4,0,0
2020-03-17,5,3,0
2020-03-17,6,6,0
2020-03-17,7,58,1
2020-03-17,8,68,14
2020-03-17,9,24,7
2020-03-17,10,7,2
2020-03-17,11,9,10
2020-03-17,12,10,12
2020-03-17,13,15,0
2020-03-17,14,10,8
2020-03-17,15,9,19
2020-03-17,16,3,50
2020-03-17,17,11,69
2020-03-17,18,5,26
2020-03-17,19,4,6
2020-03-17,20,0,1
2020-03-17,21,1,1
2020-03-17,22,1,1
2020-03-17,23,0,0
2020-03-18,0,1,0
2020-03-18,1,0,0
2020-03-18,2,0,0
2020-03-18,3,1,0
2020-03-18,4,0,0
2020-03-18,5,2,0
2020-03-18,6,5,0
2020-03-18,7,54,2
2020-03-18,8,83,16
2020-03-18,9,30,4
2020-03-18,10,16,7
2020-03-18,11,11,9
2020-03-18,12,8,16
2020-03-18,13,12,6
2020-03-18,14,6,13
2020-03-18,15,10,19
2020-03-18,16,16,60
2020-03-18,17,20,64
2020-03-18,18,16,22
2020-03-18,19,11,13
2020-03-18,20,0,2
2020-03-18,21,1,2
2020-03-18,22,1,1
2020-03-18,23,1,1
2020-03-19,0,0,0
2020-03-19,1,0,0
2020-03-19,2,0,0
2020-03-19,3,1,0
2020-03-19,4,1,0
2020-03-19,5,4,0
2020-03-19,6,11,1
2020-03-19,7,54,4
2020-03-19,8,81,10
2020-03-19,9,34,8
2020-03-19,10,17,6
2020-03-19,11,10,9
2020-03-19,12,8,11
2020-03-19,13,4,7
2020-03-19,14,4,13
2020-03-19,15,3,19
2020-03-19,16,9,64
2020-03-19,17,7,56
2020-03-19,18,10,32
2020-03-19,19,7,12
2020-03-19,20,0,4
2020-03-19,21,0,0
2020-03-19,22,0,1
2020-03-19,23,0,0
2020-03-20,0,0,0
2020-03-20,1,0,0
2020-03-20,2,0,0
2020-03-20,3,0,0
2020-03-20,4,0,0
2020-03-20,5,2,0
2020-03-20,6,4,0
2020-03-20,7,41,6
2020-03-20,8,68,11
2020-03-20,9,34,8
2020-03-20,10,9,9
2020-03-20,11,12,18
2020-03-20,12,13,20
2020-03-20,13,8,9
2020-03-20,14,6,13
2020-03-20,15,7,10
2020-03-20,16,3,37
2020-03-20,17,14,50
2020-03-20,18,6,23
2020-03-20,19,8,10
2020-03-20,20,1,2
2020-03-20,21,0,1
2020-03-20,22,0,0
2020-03-20,23,0,0
2020-03-21,0,0,0
2020-03-21,1,0,0
2020-03-21,2,1,1
2020-03-21,3,0,0
2020-03-21,4,0,0
2020-03-21,5,0,0
2020-03-21,6,3,0
2020-03-21,7,8,4
2020-03-21,8,26,8
2020-03-21,9,25,22
2020-03-21,10,24,23
2020-03-21,11,35,33
2020-03-21,12,12,24
2020-03-21,13,23,18
2020-03-21,14,46,16
2020-03-21,15,25,44
2020-03-21,16,24,19
2020-03-21,17,11,23
2020-03-21,18,10,10
2020-03-21,19,9,9
2020-03-21,20,1,1
2020-03-21,21,0,1
2020-03-21,22,0,0
2020-03-21,23,0,0
2020-03-22,0,0,0
2020-03-22,1,0,0
2020-03-22,2,0,0
2020-03-22,3,0,0
2020-03-22,4,0,0
2020-03-22,5,0,0
2020-03-22,6,5,0
2020-03-22,7,9,5
2020-03-22,8,6,4
2020-03-22,9,1,1
2020-03-22,10,6,3
2020-03-22,11,17,4
2020-03-22,12,15,5
2020-03-22,13,19,26
2020-03-22,14,49,20
2020-03-22,15,32,27
2020-03-22,16,36,28
2020-03-22,17,23,21
2020-03-22,18,6,9
2020-03-22,19,7,8
2020-03-22,20,0,2
2020-03-22,21,0,1
2020-03-22,22,0,1
2020-03-22,23,0,0
2020-03-23,0,0,0
2020-03-23,1,0,1
2020-03-23,2,0,0
2020-03-23,3,1,0
2020-03-23,4,0,0
2020-03-23,5,1,0
2020-03-23,6,7,0
2020-03-23,7,37,6
2020-03-23,8,55,14
2020-03-23,9,10,1
2020-03-23,10,1,1
2020-03-23,11,17,14
2020-03-23,12,4,2
2020-03-23,13,0,0
2020-03-23,14,3,9
2020-03-23,15,9,22
2020-03-23,16,8,33
2020-03-23,17,3,26
2020-03-23,18,6,13
2020-03-23,19,12,15
2020-03-23,20,0,0
2020-03-23,21,1,1
2020-03-23,22,0,1
2020-03-23,23,0,0
2020-03-24,0,0,0
2020-03-24,1,0,0
2020-03-24,2,0,0
2020-03-24,3,1,0
2020-03-24,4,0,0
2020-03-24,5,0,0
2020-03-24,6,2,0
2020-03-24,7,19,0
2020-03-24,8,16,7
2020-03-24,9,13,4
2020-03-24,10,6,3
2020-03-24,11,8,8
2020-03-24,12,11,9
2020-03-24,13,81,47
2020-03-24,14,24,18
2020-03-24,15,23,22
2020-03-24,16,30,36
2020-03-24,17,28,26
2020-03-24,18,6,18
2020-03-24,19,2,4
2020-03-24,20,0,1
2020-03-24,21,1,1
2020-03-24,22,0,1
2020-03-24,23,0,0
2020-03-25,0,0,0
2020-03-25,1,0,0
2020-03-25,2,1,0
2020-03-25,3,0,0
2020-03-25,4,0,0
2020-03-25,5,0,0
2020-03-25,6,2,0
2020-03-25,7,13,1
2020-03-25,8,15,14
2020-03-25,9,20,7
2020-03-25,10,29,14
2020-03-25,11,26,24
2020-03-25,12,17,24
2020-03-25,13,18,16
2020-03-25,14,25,26
2020-03-25,15,33,30
2020-03-25,16,20,23
2020-03-25,17,19,18
2020-03-25,18,9,13
2020-03-25,19,16,15
2020-03-25,20,2,2
2020-03-25,21,0,2
2020-03-25,22,0,1
2020-03-25,23,0,0
2020-03-26,0,0,0
2020-03-26,1,0,0
2020-03-26,2,0,0
2020-03-26,3,0,0
2020-03-26,4,0,0
2020-03-26,5,0,0
2020-03-26,6,5,0
2020-03-26,7,6,1
2020-03-26,8,19,6
2020-03-26,9,14,17
2020-03-26,10,16,14
2020-03-26,11,15,12
2020-03-26,12,19,16
2020-03-26,13,16,11
2020-03-26,14,33,19
2020-03-26,15,28,27
2020-03-26,16,32,16
2020-03-26,17,21,20
2020-03-26,18,14,17
2020-03-26,19,3,11
2020-03-26,20,1,0
2020-03-26,21,0,3
2020-03-26,22,0,0
2020-03-26,23,0,0
2020-03-27,0,0,0
2020-03-27,1,0,0
2020-03-27,2,0,0
2020-03-27,3,0,0
2020-03-27,4,0,0
2020-03-27,5,0,0
2020-03-27,6,2,0
2020-03-27,7,9,6
2020-03-27,8,2,3
2020-03-27,9,3,2
2020-03-27,10,12,5
2020-03-27,11,6,8
2020-03-27,12,2,4
2020-03-27,13,8,6
2020-03-27,14,4,7
2020-03-27,15,12,5
2020-03-27,16,35,15
2020-03-27,17,17,21
2020-03-27,18,8,7
2020-03-27,19,0,4
2020-03-27,20,1,2
2020-03-27,21,0,0
2020-03-27,22,0,0
2020-03-27,23,0,0
2020-03-28,0,0,0
2020-03-28,1,0,0
2020-03-28,2,0,0
2020-03-28,3,0,0
2020-03-28,4,0,0
2020-03-28,5,0,0
2020-03-28,6,1,0
2020-03-28,7,3,3
2020-03-28,8,0,1
2020-03-28,9,0,2
2020-03-28,10,1,2
2020-03-28,11,3,3
2020-03-28,12,4,2
2020-03-28,13,10,6
2020-03-28,14,27,24
2020-03-28,15,40,40
2020-03-28,16,36,39
2020-03-28,17,24,28
2020-03-28,18,17,14
2020-03-28,19,3,3
2020-03-28,20,0,0
2020-03-28,21,0,1
2020-03-28,22,0,0
2020-03-28,23,0,0
2020-03-29,0,0,0
2020-03-29,1,0,0
2020-03-29,2,0,0
2020-03-29,3,0,0
2020-03-29,4,0,0
2020-03-29,5,0,0
2020-03-29,6,1,0
2020-03-29,7,8,0
2020-03-29,8,9,13
2020-03-29,9,13,9
2020-03-29,10,37,27
2020-03-29,11,48,40
2020-03-29,12,67,38
2020-03-29,13,61,40
2020-03-29,14,97,45
2020-03-29,15,69,61
2020-03-29,16,55,53
2020-03-29,17,17,25
2020-03-29,18,17,14
2020-03-29,19,1,3
2020-03-29,20,2,1
2020-03-29,21,0,0
2020-03-29,22,0,2
2020-03-29,23,0,0
2020-03-30,0,0,0
2020-03-30,1,0,0
2020-03-30,2,0,0
2020-03-30,3,0,0
2020-03-30,4,1,0
2020-03-30,5,1,0
2020-03-30,6,2,0
2020-03-30,7,11,4
2020-03-30,8,21,8
2020-03-30,9,31,24
2020-03-30,10,21,26
2020-03-30,11,27,21
2020-03-30,12,33,23
2020-03-30,13,20,18
2020-03-30,14,23,28
2020-03-30,15,37,40
2020-03-30,16,43,31
2020-03-30,17,35,32
2020-03-30,18,15,17
2020-03-30,19,10,8
2020-03-30,20,0,0
2020-03-30,21,0,0
2020-03-30,22,0,1
2020-03-30,23,0,0
2020-03-31,0,0,0
2020-03-31,1,0,0
2020-03-31,2,0,0
2020-03-31,3,0,0
2020-03-31,4,0,0
2020-03-31,5,0,0
2020-03-31,6,3,0
2020-03-31,7,6,2
2020-03-31,8,9,9
2020-03-31,9,17,11
2020-03-31,10,18,18
2020-03-31,11,19,21
2020-03-31,12,20,16
2020-03-31,13,9,10
2020-03-31,14,15,8
2020-03-31,15,30,28
2020-03-31,16,53,50
2020-03-31,17,46,36
2020-03-31,18,29,33
2020-03-31,19,9,13
2020-03-31,20,0,3
2020-03-31,21,2,1
2020-03-31,22,0,2
2020-03-31,23,0,0
2020-04-01,0,0,0
2020-04-01,1,0,0
2020-04-01,2,0,0
2020-04-01,3,0,0
2020-04-01,4,1,0
2020-04-01,5,1,0
2020-04-01,6,3,0
2020-04-01,7,12,2
2020-04-01,8,12,7
2020-04-01,9,33,15
2020-04-01,10,52,27
2020-04-01,11,52,29
2020-04-01,12,45,34
2020-04-01,13,39,23
2020-04-01,14,57,42
2020-04-01,15,65,49
2020-04-01,16,48,35
2020-04-01,17,52,32
2020-04-01,18,25,29
2020-04-01,19,11,18
2020-04-01,20,0,2
2020-04-01,21,1,0
2020-04-01,22,1,0
2020-04-01,23,0,0
2020-04-02,0,0,0
2020-04-02,1,0,0
2020-04-02,2,0,0
2020-04-02,3,0,0
2020-04-02,4,0,0
2020-04-02,5,1,0
2020-04-02,6,1,0
2020-04-02,7,12,6
2020-04-02,8,18,15
2020-04-02,9,15,14
2020-04-02,10,25,21
2020-04-02,11,27,29
2020-04-02,12,32,29
2020-04-02,13,30,21
2020-04-02,14,36,27
2020-04-02,15,55,36
2020-04-02,16,75,42
2020-04-02,17,28,34
2020-04-02,18,20,14
2020-04-02,19,8,13
2020-04-02,20,2,2
2020-04-02,21,1,3
2020-04-02,22,1,1
2020-04-02,23,0,0
2020-04-03,0,0,0
2020-04-03,1,0,0
2020-04-03,2,0,0
2020-04-03,3,0,0
2020-04-03,4,3,2
2020-04-03,5,1,0
2020-04-03,6,3,0
2020-04-03,7,9,6
2020-04-03,8,19,11
2020-04-03,9,31,16
2020-04-03,10,40,23
2020-04-03,11,22,16
2020-04-03,12,39,30
2020-04-03,13,34,29
2020-04-03,14,50,36
2020-04-03,15,42,50
2020-04-03,16,56,25
2020-04-03,17,25,38
2020-04-03,18,14,23
2020-04-03,19,7,11
2020-04-03,20,1,0
2020-04-03,21,0,1
2020-04-03,22,0,2
2020-04-03,23,0,0
2020-04-04,0,0,0
2020-04-04,1,0,0
2020-04-04,2,0,0
2020-04-04,3,0,0
2020-04-04,4,0,0
2020-04-04,5,0,0
2020-04-04,6,2,1
2020-04-04,7,7,5
2020-04-04,8,22,10
2020-04-04,9,27,21
2020-04-04,10,42,33
2020-04-04,11,42,43
2020-04-04,12,38,29
2020-04-04,13,35,27
2020-04-04,14,58,45
2020-04-04,15,55,49
2020-04-04,16,39,47
2020-04-04,17,31,37
2020-04-04,18,10,10
2020-04-04,19,5,7
2020-04-04,20,0,1
2020-04-04,21,0,0
2020-04-04,22,0,0
2020-04-04,23,0,0
2020-04-05,0,0,0
2020-04-05,1,0,0
2020-04-05,2,0,0
2020-04-05,3,0,0
2020-04-05,4,0,0
2020-04-05,5,0,0
2020-04-05,6,5,0
2020-04-05,7,20,6
2020-04-05,8,30,22
2020-04-05,9,40,24
2020-04-05,10,55,28
2020-04-05,11,37,50
2020-04-05,12,33,41
2020-04-05,13,59,36
2020-04-05,14,66,56
2020-04-05,15,86,66
2020-04-05,16,54,43
2020-04-05,17,29,19
2020-04-05,18,6,12
2020-04-05,19,1,0
2020-04-05,20,0,1
2020-04-05,21,0,0
2020-04-05,22,0,0
2020-04-05,23,0,0
2020-04-06,0,0,0
2020-04-06,1,0,0
2020-04-06,2,0,0
2020-04-06,3,0,0
2020-04-06,4,1,0
2020-04-06,5,0,0
2020-04-06,6,5,2
2020-04-06,7,19,6
2020-04-06,8,21,18
2020-04-06,9,15,20
2020-04-06,10,28,23
2020-04-06,11,39,22
2020-04-06,12,20,26
2020-04-06,13,31,18
2020-04-06,14,58,37
2020-04-06,15,67,51
2020-04-06,16,51,55
2020-04-06,17,30,35
2020-04-06,18,4,13
2020-04-06,19,0,1
2020-04-06,20,1,2
2020-04-06,21,0,1
2020-04-06,22,1,4
2020-04-06,23,0,0
2020-04-07,0,0,0
2020-04-07,1,0,0
2020-04-07,2,0,0
2020-04-07,3,0,0
2020-04-07,4,0,0
2020-04-07,5,1,0
2020-04-07,6,7,1
2020-04-07,7,16,13
2020-04-07,8,18,11
2020-04-07,9,21,19
2020-04-07,10,19,12
2020-04-07,11,42,28
2020-04-07,12,24,18
2020-04-07,13,37,23
2020-04-07,14,32,35
2020-04-07,15,39,37
2020-04-07,16,48,42
2020-04-07,17,45,27
2020-04-07,18,6,8
2020-04-07,19,0,4
2020-04-07,20,0,1
2020-04-07,21,1,1
2020-04-07,22,0,1
2020-04-07,23,0,0
2020-04-08,0,0,1
2020-04-08,1,0,0
2020-04-08,2,0,0
2020-04-08,3,0,0
2020-04-08,4,0,0
2020-04-08,5,0,0
2020-04-08,6,0,0
2020-04-08,7,9,8
2020-04-08,8,9,3
2020-04-08,9,2,2
2020-04-08,10,5,5
2020-04-08,11,5,7
2020-04-08,12,12,7
2020-04-08,13,17,13
2020-04-08,14,24,19
2020-04-08,15,37,26
2020-04-08,16,50,36
2020-04-08,17,31,40
2020-04-08,18,2,8
2020-04-08,19,1,2
2020-04-08,20,2,1
2020-04-08,21,1,0
2020-04-08,22,0,2
2020-04-08,23,0,0
2020-04-09,0,0,0
2020-04-09,1,0,0
2020-04-09,2,0,0
2020-04-09,3,0,0
2020-04-09,4,1,0
2020-04-09,5,2,0
2020-04-09,6,8,3
2020-04-09,7,14,9
2020-04-09,8,27,14
2020-04-09,9,23,16
2020-04-09,10,22,23
2020-04-09,11,23,19
2020-04-09,12,6,18
2020-04-09,13,25,12
2020-04-09,14,25,20
2020-04-09,15,38,24
2020-04-09,16,32,33
2020-04-09,17,22,15
2020-04-09,18,7,6
2020-04-09,19,2,3
2020-04-09,20,0,0
2020-04-09,21,1,1
2020-04-09,22,0,2
2020-04-09,23,0,0
2020-04-10,0,0,0
2020-04-10,1,1,1
2020-04-10,2,0,0
2020-04-10,3,0,0
2020-04-10,4,0,0
2020-04-10,5,0,0
2020-04-10,6,5,3
2020-04-10,7,17,9
2020-04-10,8,21,21
2020-04-10,9,30,33
2020-04-10,10,43,38
2020-04-10,11,57,32
2020-04-10,12,35,39
2020-04-10,13,54,31
2020-04-10,14,64,51
2020-04-10,15,70,54
2020-04-10,16,66,66
2020-04-10,17,19,25
2020-04-10,18,4,7
2020-04-10,19,0,1
2020-04-10,20,0,1
2020-04-10,21,0,0
2020-04-10,22,0,2
2020-04-10,23,0,0
2020-04-11,0,0,0
2020-04-11,1,0,0
2020-04-11,2,0,0
2020-04-11,3,0,0
2020-04-11,4,1,0
2020-04-11,5,0,0
2020-04-11,6,4,1
2020-04-11,7,7,3
2020-04-11,8,21,11
2020-04-11,9,38,21
2020-04-11,10,45,31
2020-04-11,11,45,59
2020-04-11,12,57,49
2020-04-11,13,36,37
2020-04-11,14,71,50
2020-04-11,15,59,43
2020-04-11,16,53,32
2020-04-11,17,28,33
2020-04-11,18,3,8
2020-04-11,19,1,0
2020-04-11,20,0,0
2020-04-11,21,0,0
2020-04-11,22,0,0
2020-04-11,23,0,0
2020-04-12,0,0,0
2020-04-12,1,0,0
2020-04-12,2,0,0
2020-04-12,3,0,0
2020-04-12,4,0,0
2020-04-12,5,0,0
2020-04-12,6,2,1
2020-04-12,7,14,11
2020-04-12,8,25,25
2020-04-12,9,38,28
2020-04-12,10,46,38
2020-04-12,11,54,41
2020-04-12,12,38,27
2020-04-12,13,51,46
2020-04-12,14,51,32
2020-04-12,15,37,51
2020-04-12,16,62,28
2020-04-12,17,42,32
2020-04-12,18,7,12
2020-04-12,19,0,0
2020-04-12,20,0,0
2020-04-12,21,0,0
2020-04-12,22,0,0
2020-04-12,23,0,0
2020-04-13,0,0,0
